abs,emi,plqy,em,smiles,solvent,reference(doi),source,tag,tag_name,solvent_num,split
475.0,532.0,0.13,,CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,c1ccccc1,10.1016/j.molstruc.2016.02.009,Deep4Chem,12,5n6,21,Train
,,,4.623249290397901,CCc1ccc(-c2ccc3c(ccc4ccccc43)[o+]2)cc1,ClCCl,,Epsilon,8,PAHs,2,Train
416.0,,,,C(=Cc1ccc(-n2cncn2)cc1)c1ccc(-c2ccnc(-c3cccc(-c4ccccc4)n3)c2)cc1,CCO,,ChemDataExtractor,13,6n6,1,Train
513.0,623.0,0.12,,COc1ccc2n1[B-](F)(F)N1C(=[O+]C)C=CC1=C2c1ccccc1,CCCCCC,10.1016/j.dyepig.2018.01.043,Deep4Chem,5,BODIPY,5,Train
424.0,469.0,0.19,,CC(C)(C)c1ccc2c(c1)c1cccc3cnc2n31,CO,10.1021/acs.joc.6b02928,ChemFluo,10,5p6,1,Train
535.0,565.0,,,CCCCN(CCCC)c1ccc2c(-c3ccc(-c4ccccc4)cc3)c3ccc(=[NH2+])cc-3oc2c1,O,10.1021/ja068230m,ChemFluo,13,6n6,1,Train
,,,5.243038048686294,CCC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)OC)C(=O)C4(C)CCC(=O)OC)c(C)c3CC,ClCCl,,Epsilon,7,Porphyrin,1,Train
394.0,,,,N#C/C(=C\c1ccc2c(c1)c1ccccc1n2-c1ccc(C(F)(F)F)cc1)C(=O)O,CC#N,10.1108/PRT-09-2014-0077,Dye aggregation,3,Carbazole,1,Train
442.0,499.0,0.51,4.690001046883064,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1,CS(C)=O,10.1016/j.saa.2019.05.031,Deep4Chem,13,6n6,7,Train
555.0,570.0,0.99,,CCOc1cccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)c1,CS(C)=O,"10.1039/C0CC04495D,10.1002/minf.201000089",BODIPY,5,BODIPY,1,Train
,,,3.813981075636472,OC1(c2ccncc2)c2ccccc2[Se]c2ccccc21,CCOCC,,Epsilon,9,Acridines,1,Train
507.0,633.0,0.67,4.7558748556724915,CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,CC#N,10.1016/j.dyepig.2018.02.016,Deep4Chem,12,5n6,7,Train
498.0,570.0,0.0,4.587216912605019,CCN(CC)c1ccc2cc(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,C1COCCO1,10.1016/j.dyepig.2015.03.023,Deep4Chem,2,Coumarin,9,Train
590.0,652.0,0.32,,CC/N=c1\cc2oc3cc([NH2+]CCOC(=O)C(N=C(O)OC(C)(C)C)C(C)C)c4ccccc4c3nc-2cc1C,CCO,10.1016/j.tet.2007.09.042,Deep4Chem,8,PAHs,2,Train
468.0,,,,CCCCCCCCn1c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2c2cc(-c3ccc(/C=C(\C#N)C(=O)O)o3)ccc21,ClCCl,10.1016/j.dyepig.2013.12.025,"DSSCDB,Dye aggregation",3,Carbazole,1,Train
,,,5.15044940946088,CCC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5C(=O)OC)C(CCCC(=O)N1CCCC1)=C4C)c(C)c3CCCl,ClCCl,,Epsilon,7,Porphyrin,1,Train
708.0,769.0,,,CCN1C2=CC/C(=C3\C(=O)C(c4ccc5c(c4)N(CC)C(c4ccccc4)C(c4ccccc4)N5CC)=C3[O-])C=C2N(CC)C(c2ccccc2)C1c1ccccc1,C1CCOC1,,"SMFluoextra,SMFluo",0,SquaricAcid,4,Train
,,,5.419998680422927,CCOC(=O)c1c(-c2c(C)cc(C)cc2C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(c1c(C)cc(C)cc1C)=C5C)c(-c1c(C)cc(C)cc1C)c4C)C(c1c(C)cc(C)cc1C)=C3C,ClCCl,,Epsilon,7,Porphyrin,1,Train
,,,4.064457989226918,Cc1ccc(NC2C=Cc3c(ccc4ccccc34)O2)cc1,CC#N,,Epsilon,2,Coumarin,4,Train
525.0,538.0,0.6,4.905500135747612,CCC1=C(C)C2=C(c3ccc(COC(C)=O)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCCCO,10.1016/j.cplett.2003.12.076,"Epsilon,BODIPY",5,BODIPY,20,Train
500.0,514.0,0.61,4.075546961392531,COc1ccc(-c2c3cc4cc(C)sc4cc3c(-c3ccc(OC)cc3)c3cc4cc(C)sc4cc23)cc1,ClCCl,10.1021/jo501696d,Deep4Chem,8,PAHs,1,Train
,,,4.07700432679335,OC1=NC2=C(CCc3ccccc32)C(c2ccc(Cl)cc2)C1c1ccc(Cl)cc1,CCO,,Epsilon,11,6p6,1,Train
,,,4.57978359661681,[N-]=[N+]=NCCSc1ccc2c(-c3ccccc3C(=O)O)c3ccc(=O)cc-3oc2c1,O,,Epsilon,9,Acridines,1,Train
411.0,,,,Sc1n[nH]c(N=Nc2c(-c3ccccc3)[nH]c3ccccc23)n1,CS(C)=O,,ChemDataExtractor,10,5p6,1,Train
558.0,695.0,0.04,,CCN1C(=O)C(=Cc2ccc(-c3sc(N(c4ccccc4)c4ccccc4)nc3-c3ccccc3)s2)C(=O)N(CC)C1=S,CS(C)=O,10.1021/acs.joc.7b02978,ChemFluo,12,5n6,6,Train
362.0,418.0,,,CCN(CC)c1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CCCCCC,10.1016/j.dyepig.2019.107917,Deep4Chem,11,6p6,9,Train
,490.0,,,O=S(=O)(c1ccc(N2c3ccccc3[Si](c3ccccc3)(c3ccccc3)c3ccccc32)cc1)c1ccc(N2c3ccccc3[Si](c3ccccc3)(c3ccccc3)c3ccccc32)cc1,CN(C)C=O,10.1039/C6TC04653C,Deep4Chem,6,Triphenylamine,4,Train
,,,4.6499974949287255,COc1cc(OC)c2c(O)c3c(cc2c1)C[C@H](C)O[C@@H]3C,CO,,Epsilon,8,PAHs,1,Train
534.0,558.0,0.2,,Cc1cc(C)c(C2=C3C=C([Si](C)(C)[Si](C)(C)c4ccccc4)C=[N+]3[B-](F)(F)n3cc([Si](C)(C)[Si](C)(C)c4ccccc4)cc32)c(C)c1,Cc1ccccc1,10.1039/c8cc04962a,BODIPY,5,BODIPY,6,Train
,,,5.050000598285762,FC(F)(F)Oc1ccc2nc3ccccc3c(Cl)c2c1,CO,,Epsilon,9,Acridines,1,Train
,,,4.120902817614527,COc1c(C(=O)c2ccccc2)nc(Cc2ccccc2)c(=O)n1OC,CO,,Epsilon,13,6n6,1,Train
295.0,385.0,,,O=S(=O)([O-])c1ccc2c([O-])cc(S(=O)(=O)O)cc2c1,O,dx.doi.org/10.1021/jp308746x,Deep4Chem,8,PAHs,1,Train
,,,3.9380190974762104,O=C(O)c1ccccc1C(c1ccccc1C(=O)O)c1ccccc1C(=O)O,CCO,,Epsilon,13,6n6,1,Train
,,,0.6637009379676456,Cc1cc(Cc2ccc(N)cc2)c2c(C)ccc(C(C)C)cc1-2,CC#N,,Epsilon,15,Benz,1,Train
,,,5.500000020920611,Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(C)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C(Br)=C4Br)C(Br)=C3Br)cc1,ClCCl,,Epsilon,7,Porphyrin,1,Train
603.0,627.0,0.5,,CC(C)[Si](C#Cc1c2nc3ccccc3nc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3c4ccccc4c(=O)c4ccccc4c3nc12)(C(C)C)C(C)C,ClCCl,10.1021/acs.joc.9b02756,Deep4Chem,9,Acridines,1,Train
395.0,503.0,0.09,,N#CC(C#N)=Cc1ccc2c(c1)c1ccccc1n2-c1cc2ccccc2c2ccccc12,CC#N,10.1021/jo9002757,Deep4Chem,3,Carbazole,4,Train
383.0,476.0,0.6,4.8750612633917,CCn1ncc2c3c(C#N)c4c5ccccc5n(CC)c4nc3ccc21,CCOC(C)=O,10.1016/j.saa.2014.10.040,Deep4Chem,10,5p6,1,Train
537.0,591.0,0.59,,CCC1=C(C)C2=Cc3cc(Br)c(-c4scc5c4OCCO5)n3[B-](F)(F)[N+]2=C1C,Cc1ccccc1,10.1021/acs.joc.6b00858,BODIPY,5,BODIPY,5,Train
,,,5.689999993909642,CN(C)c1c(F)c(F)c(-c2c3nc(c(-c4cc(Br)cc(Br)c4)c4ccc([nH]4)c(-c4c(F)c(F)c(F)c(F)c4F)c4nc(c(-c5cc(Br)cc(Br)c5)c5ccc2[nH]5)C=C4)C=C3)c(F)c1F,ClCCl,,Epsilon,7,Porphyrin,1,Train
,,,0.6580114148626282,COC1NC(O)=N/C1=C\[C@@H]1N/C=C(/C(=O)N2CCC[C@H]2C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](Cc2ccccc2)C(O)=NCC(=N)O)N=C(O)[C@H](C(C)C)N=C(O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N=C(O)[C@H](CC(C)C)N=C(O)[C@@H]2C[C@@H](O)CN2C1=O,CO,,Epsilon,4,Cyanine,1,Train
,,,4.040008636013542,O=CC1=C2SC3=C(C=C2CCC1)CCCC3,CCO,,Epsilon,11,6p6,1,Train
,,,0.6454222768454808,CCCCCC(O)c1c(OC2OC(C(O)CO)C(O)C2O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O,CO,,Epsilon,9,Acridines,1,Train
293.0,413.0,,4.695481676490197,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,C1CCOC1,10.1021/jp062778y,Deep4Chem,3,Carbazole,16,Train
489.0,530.0,0.19,4.4315004649792895,CCSC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CC(C)=O,10.1139/CJC-2015-0303,"Epsilon,BODIPY",5,BODIPY,5,Train
526.0,,,,CCCCCCc1ccc(-c2ccc(N(c3ccc(-c4ccc(C=c5sc(=C(C#N)C#N)nc5O)s4)cc3)c3ccc(-c4ccc(CCCCCC)s4)cc3)cc2)s1,ClCCl,10.1039/C4RA13782E,Dye aggregation,6,Triphenylamine,1,Train
,,,0.6211762639397265,CCC(C)C(=O)c1c(O)cc(O)c2c1O[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1C2,CO,,Epsilon,11,6p6,1,Train
,,,4.832508912706237,CC1=C(Br)C(C)=[N+]2C1=C(c1ccccc1)c1c(C)c(Br)c(C)n1[B-]2(F)F,CC#N,,Epsilon,5,BODIPY,2,Train
530.0,,,,CCCCCCOc1ccc(N(c2ccc(/C=C/c3ccc(/C=C(\CC#N)C(=O)O)s3)cc2)c2ccc(OCCCCCC)cc2)cc1,ClCCl,10.1002/ejoc.201801497,Dye aggregation,6,Triphenylamine,2,Train
559.5,573.0,0.6,,Cc1cc(/C=C/c2cc([N+](=O)[O-])ccc2O)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(C)=O,"10.1039/C0CC04495D,10.1002/minf.201000089",BODIPY,5,BODIPY,1,Train
413.0,740.0,0.01,,CCCCOc1ccc(/C=C/C=C/C=C/c2ccc([N+](=O)[O-])cc2)cc1,CC#N,10.1021/jp064937j,Deep4Chem,13,6n6,4,Train
,,,4.179982425292592,O=C(COc1ccc2c(c1)oc(=O)c1ccccc12)c1ccc(Br)cc1,CC#N,,Epsilon,2,Coumarin,1,Train
,,,4.340007617996673,Cc1cccc(Cc2nc3cccnc3[nH]2)c1,CCO,,Epsilon,10,5p6,1,Train
,,,5.528531060635411,CCOC(=O)CCC(O)=Nc1ccccc1-c1c2nc(c(-c3ccccc3N=C(O)CCC(=O)OCC)c3ccc([nH]3)c(-c3ccccc3N=C(O)CCC(=O)OCC)c3nc(c(-c4ccccc4N=C(C)O)c4ccc1[nH]4)C=C3)C=C2,ClCCl,,Epsilon,7,Porphyrin,1,Train
300.0,475.0,0.1,,COc1cc(OC)cc(-c2nnc(-c3cc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)cc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)c3)o2)c1,CS(C)=O,10.1016/j.jphotochem.2019.04.011,Deep4Chem,12,5n6,6,Train
431.0,618.0,0.0,,CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc([N+](=O)[O-])cc2)cc1,ClCCl,10.1021/jp9053988,Deep4Chem,13,6n6,2,Train
505.0,515.0,0.92,,CC1=CC(C)=[N+]2C1=C(c1c(C)cccc1C)c1c(C)cc(C)n1[B-]2(F)F,c1ccccc1,10.1021/ja068551y,BODIPY,5,BODIPY,8,Train
529.0,556.0,0.36,,C[O+]=C1C=CC2=C(c3ccc(C)cc3)c3ccc(-c4ccccc4)n3[B-](F)(F)N12,C1COCCO1,10.1021/jp073547+,"Deep4Chem,BODIPY",5,BODIPY,7,Train
379.0,556.0,0.54,,C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1,CCO,10.1016/j.saa.2011.06.011,Deep4Chem,6,Triphenylamine,5,Train
459.0,,,4.756179516843809,CCN(CC)c1ccc2cc(/C=C/c3ccc([N+](=O)[O-])cc3)c(=O)oc2c1,CC#N,10.1021/ol201983u,Deep4Chem,2,Coumarin,1,Train
503.0,520.0,0.01,0.6434526764861874,Cc1cc(C)c(C2=C3C=CC=[N+]3[B-](F)(F)n3c2ccc3S(=O)(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c(C)c1,ClCCl,10.1039/D0CC07259A,"Epsilon,BODIPY",5,BODIPY,6,Train
418.0,,,,CC(C)c1cccc(C(C)C)c1-n1c(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)cc(/C=C(\C#N)C(=O)O)c1-c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1,C1CCOC1,10.1016/j.tet.2012.04.104,"DSSCDB,Dye aggregation",6,Triphenylamine,1,Train
,,,4.383815365980431,Nc1ccc2c(=O)c3ccc(-c4cn(CCNS(=O)(=O)c5cccc(C(=O)O)c5)nn4)cc3oc2c1,CS(C)=O,,Epsilon,9,Acridines,1,Train
,,,5.136720567156407,Fc1c(F)c(F)c(C2=C3C=CC(c4ccc[nH]4)=[N+]3[B-](F)(F)n3c2ccc3-c2ccc[nH]2)c(F)c1F,ClCCl,,Epsilon,5,BODIPY,1,Train
310.0,,,,N=c1[nH]cc2ncnc-2[nH]1,CCO,,ChemDataExtractor,10,5p6,2,Train
360.0,395.0,0.44,,CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)ncn3)ccc21,C1CCOC1,10.1021/acs.joc.5b01409,Deep4Chem,3,Carbazole,5,Train
479.0,,,,CCCCC(CC)Cn1c2ccccc2c2ccc3c4cc(-c5cc6sc(-c7ccc(/C=C(\C#N)C(=O)O)s7)cc6s5)ccc4n(CC(CC)CCCC)c3c21,ClC(Cl)Cl,10.1016/j.dyepig.2019.01.033,Dye aggregation,3,Carbazole,1,Train
,,,5.269998335513317,CCOC(=O)c1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(CC)=C5C)c(C)c4CC)C(C)=C3CC,ClC(Cl)Cl,,Epsilon,7,Porphyrin,1,Train
,,,4.509995092013399,CC1(C)CC(=O)C(C(C2=C(O)CC(C)(C)CC2=O)c2ccc(N3CCCC3)cc2)=C(O)C1,CCO,,Epsilon,13,6n6,2,Train
500.0,509.0,0.61,,COCCOCCOCCOCC(COCCOCCOCCOC)COc1ccc(OCC(COCCOCCOCCOC)COCCOCCOCCOC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c1,CCO,10.1021/ol102758z,BODIPY,5,BODIPY,3,Train
346.0,430.0,,,O=c1oc2ccccc2cc1-c1ccc(-c2cc3ccccc3oc2=O)cc1,CS(C)=O,10.1016/S0143-7208(03)00028-7,Deep4Chem,2,Coumarin,6,Train
456.0,582.0,0.78,4.477121254719663,O=S(=O)(/N=c1\oc2cccc3c4c(-c5ccccc5)oc5cccc(c(c1-c1ccccc1)c23)c54)C(F)(F)F,CO,10.1021/acs.orglett.5b02042,Deep4Chem,2,Coumarin,6,Train
,,,4.230448921378274,CCCCN(CCCC)S(=O)(=O)c1cc(N=C(C)O)c2[nH]c3c(N=C(O)NC(C)(C)C)cc(S(=O)(=O)N(CCCC)CCCC)cc3c(=O)c2c1,ClC(Cl)Cl,,Epsilon,9,Acridines,1,Train
393.0,476.0,,,Cc1cc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)cc(C)c1N1c2ccccc2CCc2ccccc21,Cc1ccccc1,10.1002/adom.201900476,Deep4Chem,6,Triphenylamine,1,Train
,,,4.585460729508501,c1ccc(Cc2nn3c(c2-c2ccccc2)N=NC32c3ccccc3-c3ccccc32)cc1,ClCCl,,Epsilon,12,5n6,1,Train
630.0,,,,CC1=C(I)C(/C=C/c2ccncc2)=[N+]2C1=C(c1ccc3c(c1)OCCOCCOCCOCCO3)c1c(C)c(I)c(/C=C/c3ccncc3)n1[B-]2(F)F,CC#N,,SMFluo,5,BODIPY,1,Train
,348.0,0.03,,C(=C/c1ccccc1)\c1ccccc1,CC(C)O,10.1021/jo052123d,Deep4Chem,13,6n6,7,Train
356.0,492.0,0.32,,F[B-]1(F)n2c(nc(Br)c2Br)-c2cccc[n+]21,CC#N,10.1016/j.jfluchem.2011.06.018,Deep4Chem,5,BODIPY,7,Train
,339.0,0.44,,c1ccc2c(c1)[nH]c1ccccc12,CCO,10.1016/S0022-2313(97)00315-3,Deep4Chem,3,Carbazole,3,Train
,,,,Cc1cc(=O)sc2ccc3ccccc3c12,CCO,,Epsilon,8,PAHs,2,Train
,,,4.361727836017593,O=c1c2ccccc2c2c(-c3ccccc3)c(-c3ccccc3)c(-c3ccccc3)c(-c3ccccc3)c2n1-c1ccccn1,ClC(Cl)Cl,,Epsilon,2,Coumarin,1,Train
386.0,412.0,0.04,,C[Si](C)(c1cccc2cc3ccccc3cc12)[Si](C)(C)c1cccc2cc3ccccc3cc12,C1CCCCC1,10.1016/j.jphotochem.2010.12.021,Deep4Chem,8,PAHs,2,Train
431.0,563.0,0.16,4.757122610551884,CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3c(F)cccc3Cl)cc2)cc1,CS(C)=O,10.1039/c2cc31662e,ChemFluo,13,6n6,1,Train
496.0,514.0,0.58,4.716000002895166,O=C(O)c1ccccc1C1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,O,10.1021/jo901149y,"Epsilon,BODIPY",5,BODIPY,4,Train
,,,4.669995226262184,CCc1cc(Cc2cc(OC)cc(OC)c2)c(C(=O)O)c(O)c1C(=O)O,CCO,,Epsilon,13,6n6,1,Train
427.0,482.0,0.27,4.883661435153617,C[N+](C)=C1C=CC(=C2N=C3Sc4cc(Br)ccc4N3[B-](F)(F)O2)C=C1,CC(C)=O,10.1021/acs.joc.9b00566,ChemFluo,4,Cyanine,5,Train
,,,4.705863712283919,O=C1OC2(c3ccccc31)c1cc(Br)c(O)c(Br)c1Oc1c2cc(Br)c(O)c1Br,CS(C)=O,,Epsilon,9,Acridines,3,Train
,,,3.6020599913279625,O=C([O-])C1=C2CC=CC=C2[N]c2ccccc21,O,,Epsilon,9,Acridines,1,Train
368.0,506.0,,,CCN1c2ccccc2CCc2cc(/C=C(\C#N)C(=O)O)ccc21,CC#N,10.3390/ijms11010329,"DSSCDB,Dye aggregation",13,6n6,1,Train
598.0,649.0,0.3,4.770000254188223,CC(C)(C)c1ccc(C2=CC3=C(c4ccccc4)c4cc(-c5ccc(C(C)(C)C)cc5)c(-c5ccc(C(C)(C)C)cc5)n4[B-](F)(F)[N+]3=C2c2ccc(C(C)(C)C)cc2)cc1,ClCCl,10.1021/acs.joc.9b01425,"Deep4Chem,BODIPY",5,BODIPY,5,Train
,,,5.009999990013342,C=Cc1c(C)c2cc3nc(c(CC(=O)OC)c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(O)=NCCOC(=O)CCCCCCCCCCCCC)[C@@H](CCC(=O)OC)[C@@H]3C,CCCCCCCCO,,Epsilon,7,Porphyrin,1,Train
,,,0.6954816798303224,CCN(CC)c1ccc2c(-c3ccccc3O[Si](C(C)C)(C(C)C)C(C)C)c3ccc(N(CC)CC)cc3[o+]c2c1,CC#N,,Epsilon,9,Acridines,1,Train
,,,5.300000006264581,Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4c(F)c(F)c(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)c(F)c4F)c4nc(c(-c5cccc(O)c5)c5ccc2[nH]5)C=C4)C=C3)c1,CC(C)=O,,Epsilon,7,Porphyrin,1,Train
276.0,480.0,0.01,4.247973266361806,N#Cc1c(-n2nnc3cc(Cl)ccc32)n([C@H]2C[C@H](O)[C@@H](CO)O2)c2ncnc(N)c12,CO,10.1016/j.tetlet.2016.08.053,Deep4Chem,10,5p6,1,Train
403.0,534.0,0.02,2.989894563718773,c1cc2ccc1CCCc1cc3c(cc1CCCc1ccc(c4nsnc14)CCC3)CCC2,CC#N,10.1021/jo100688m,Deep4Chem,10,5p6,3,Train
338.0,436.0,0.72,,[C-]#[N+]c1ccc(-c2ccc(NC)cc2)cc1,CS(C)=O,10.1016/j.jphotochem.2015.12.006,"Deep4Chem,ChemFluo",13,6n6,15,Train
353.0,441.0,0.99,,O=c1c2ccccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,ClCCl,10.1002/chem.201803428,Deep4Chem,5,BODIPY,2,Train
642.0,656.0,0.22,,N#CSc1cc2n(c1NCc1ccccc1)[B-](F)(F)n1c(cc(SC#N)c1NCc1ccccc1)C2=C1C(=[Cl+])C=CC=C1Cl,ClCCl,10.1016/j.dyepig.2018.01.043,Deep4Chem,5,BODIPY,5,Train
495.0,,,,CCCCCCn1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2c2sc3c4sc(C=C(C#N)C(=O)O)cc4n(CCCCCC)c3c21,ClCCl,10.1016/j.dyepig.2017.09.053,DSSCDB,6,Triphenylamine,1,Train
,,,4.379994040165742,COc1ccc2c(=O)c3ccccc3oc2c1,O=S(=O)(O)O,,Epsilon,9,Acridines,2,Train
,,,4.751617783189541,CCC1=C(C)C2=C(c3ccc(C4OCCO4)cc3)c3c(C)c(CC)c(C=Cc4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)n3[B-](F)(F)[N+]2=C1C=Cc1ccc(N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,ClCCl,,Epsilon,5,BODIPY,1,Train
,,,4.270003000105059,CNc1ccc(C)cc1Cc1cnnc(-c2ccccc2)c1,CCO,,Epsilon,13,6n6,1,Train
459.0,,,,CC1(C)/C(=C\C2C(=C(C#N)C#N)C(=O)C2[O-])N(CCC(=O)O)c2ccc(C(=O)O)cc21,CCO,10.1039/C4TA06896C,Dye aggregation,10,5p6,1,Train
,,0.47,,O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3,OCC(F)(F)F,10.1016/j.dyepig.2013.09.008,Deep4Chem,2,Coumarin,7,Train
,,,4.809997155362193,COc1c2c(c(OC)c3ccccc13)C(=O)C=CC2=O,ClCCl,,Epsilon,8,PAHs,1,Train
539.0,555.0,0.9,,COc1cc(-c2ccc[nH]2)n2c1C=C1C(C)=C(C(=O)Oc3ccccc3)C(C)=[N+]1[B-]2(F)F,ClCCl,10.1039/C7PP00341B,BODIPY,5,BODIPY,1,Train
514.0,532.0,,4.708499932839033,Nc1ccc2c(-c3ccc(Br)cc3)c3ccc(=[NH2+])cc-3oc2c1,CCO,10.1021/ol035327u,"Deep4Chem,Epsilon",15,Benz,1,Train
324.0,412.0,,4.204119982655925,COc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CCO,10.1016/j.dyepig.2019.107917,Deep4Chem,11,6p6,9,Train
,,,0.6394865025677989,Cc1c(O)cc(O)c2c1C(=O)C1=C(C2=O)[C@@H](C)O[C@@H](C)C1,CO,,Epsilon,9,Acridines,1,Train
501.5,519.0,0.01,4.763427993562937,CC(C)(C)N=C(O)C(c1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1)N(Cc1ccccc1)C(=O)c1ccccc1,C1CCOC1,10.1021/acsomega.8b00753,ChemFluo,5,BODIPY,1,Train
,,,4.311753861055754,CCC1=C(C)c2cc3[nH]c(c(C)c3CC)c(CCC(C)=O)c3nc(cc4[nH]c(cc1n2)c(C)c4CC)C(C)=C3CC,ClC(Cl)Cl,,Epsilon,7,Porphyrin,1,Train
,,,4.155336037465061,C=C[C@]1(C)CC[C@@H]2C(=CC(=O)[C@H]3[C@H](C)C(=O)CC[C@]23C)C1,CO,,Epsilon,11,6p6,1,Train
,,,3.759969857554307,COc1c2c(c(Cl)c3ccccc13)C(=O)C=CC2=O,c1ccccc1,,Epsilon,8,PAHs,2,Train
473.0,563.0,0.01,,CCOc1ccccc1CNC1=[N+]2C(=C(c3ccc(N)cc3)c3ccc(-n4cc(C5CC5)nn4)n3[B-]2(F)F)C=C1,CS(C)=O,10.1039/C6CC00095A,BODIPY,5,BODIPY,1,Train
392.0,494.0,0.03,3.630122642859312,N#Cc1c(-c2ccccc2O)c(N)n2ccccc12,CN(C)C=O,10.1039/C7OB01239J,ChemFluo,10,5p6,1,Train
367.0,426.0,0.44,3.3010299956639813,CCN(CC)c1cccc(C=O)c1,CCCCCC,10.1021/acs.jpcc.9b08524,Deep4Chem,15,Benz,8,Train
,441.0,,,Cc1cc(C)c2c(c1)c1cc(C)cc(C)c1n2-c1ccc2c(c1)B(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c1cc(-n3c4c(C)cc(C)cc4c4cc(C)cc(C)c43)ccc1N2c1ccccc1,Cc1ccccc1,10.1021/acsami.8b21568,Deep4Chem,3,Carbazole,5,Train
501.0,521.0,0.02,,C#CCN(C(=O)CCl)C(C(O)=NC(C)(C)C)c1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1,C1CCOC1,10.1002/ejoc.202001267,BODIPY,5,BODIPY,2,Train
565.0,588.0,0.99,,CCCCCCC(/C=C/c1cc(C)c2n1[B-](F)(F)[N+]1=CC=CC1=C2)=C\c1ccccc1,CS(C)=O,10.1039/C0CC04495D,BODIPY,5,BODIPY,1,Train
,,,5.580000011342506,BrC1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,ClC(Cl)Cl,,Epsilon,7,Porphyrin,3,Train
412.0,500.0,0.19,,CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,CN(C)C=O,10.1016/j.jlumin.2017.03.042,Deep4Chem,13,6n6,13,Train
388.0,491.0,0.08,,Cc1ccc(C)c2nc3c(O)nc(O)nc3nc12,CC#N,10.1023/B%3AJOFL.0000014660.59105.31,Deep4Chem,11,6p6,1,Train
263.0,405.0,,,Cc1[nH]nc2c1C(c1ccc([N+](=O)[O-])cc1)C(C#N)=C(N)O2,CN(C)C=O,10.1016/j.molliq.2016.07.133,Deep4Chem,10,5p6,12,Train
