row_index,solute_max_tanimoto,solute_min_descriptor_distance,solute_scaffold_novel,solute_scaffold_similarity,solute_local_density,solute_scaffold_in_train_and_val,solute_scaffold_train_and_val_count,solute_top3_mean_tanimoto,solute_top5_mean_tanimoto,solute_neighbor_count_ge_0_5,solute_neighbor_count_ge_0_7,solute_neighbor_count_ge_0_8,solute_top1_top2_tanimoto_gap,solute_same_scaffold_neighbor_count_ge_0_5,solute_other_scaffold_neighbor_count_ge_0_5
554,0.6197183098591549,999.0,1.0,0.7692307692307693,0.0,0.0,0.0,0.5960825031902542,0.5773210722186342,19.0,0.0,0.0,0.016978583831757654,0.0,19.0
555,0.660377358490566,999.0,0.0,1.0,0.0,1.0,1.0,0.6058400718778078,0.5248676794903211,3.0,0.0,0.0,0.060377358490566024,1.0,2.0
556,0.5818181818181818,999.0,1.0,0.6744186046511628,0.0,0.0,0.0,0.5323792027181858,0.4865360551851782,2.0,0.0,0.0,0.02412587412587408,0.0,2.0
557,0.7551020408163265,999.0,0.0,1.0,0.0,1.0,4.0,0.7336983573917372,0.7167757909918189,33.0,3.0,0.0,0.023394723743155765,4.0,29.0
558,1.0,999.0,0.0,1.0,0.0,1.0,4.0,0.8154761904761904,0.7535281385281385,13.0,2.0,1.0,0.25,1.0,12.0
559,0.7115384615384616,999.0,1.0,0.6481481481481481,0.0,0.0,0.0,0.7000678235137636,0.673805637440039,19.0,2.0,0.0,0.005116443189837727,0.0,19.0
560,1.0,999.0,0.0,1.0,0.0,1.0,15.0,0.6870748299319728,0.5930070141264052,2.0,1.0,1.0,0.4285714285714286,1.0,1.0
561,1.0,999.0,0.0,1.0,0.0,1.0,4.0,0.8617424242424242,0.8183968058968059,66.0,9.0,2.0,0.1875,1.0,65.0
562,0.7096774193548387,999.0,0.0,1.0,0.0,1.0,70.0,0.6455207329570657,0.6241800766418764,16.0,1.0,0.0,0.08805579773321714,7.0,9.0
563,0.6981132075471698,999.0,1.0,0.4594594594594595,0.0,0.0,0.0,0.6372436583115542,0.5730720014385454,4.0,0.0,0.0,0.087943716021746,0.0,4.0
564,0.75,999.0,0.0,1.0,0.0,1.0,4.0,0.7306201550387597,0.712386248736097,20.0,3.0,0.0,0.029069767441860517,4.0,16.0
565,0.25287356321839083,999.0,1.0,0.3220338983050847,0.0,0.0,0.0,0.24861134203068827,0.2463868824384902,0.0,0.0,0.0,0.005814739688979054,0.0,0.0
566,0.704225352112676,999.0,1.0,0.5952380952380952,0.0,0.0,0.0,0.6694752980393653,0.6418182165176325,138.0,1.0,0.0,0.009780907668231587,0.0,138.0
567,0.6976744186046512,999.0,1.0,0.6756756756756757,0.0,0.0,0.0,0.6174787744555187,0.5870327192187658,6.0,0.0,0.0,0.11434108527131781,0.0,6.0
568,1.0,999.0,1.0,1.0,0.0,0.0,0.0,0.7714285714285714,0.6981954887218045,8.0,1.0,1.0,0.34285714285714286,0.0,8.0
569,0.6744186046511628,999.0,1.0,0.6491228070175439,0.0,0.0,0.0,0.4987966335188694,0.4584350851422131,1.0,0.0,0.0,0.2505055611729019,0.0,1.0
570,0.725,999.0,0.0,1.0,0.0,1.0,1.0,0.6430272108843537,0.5735509948660316,2.0,2.0,0.0,0.010714285714285676,1.0,1.0
571,0.34210526315789475,999.0,1.0,0.4,0.0,0.0,0.0,0.3219753392916253,0.3111770027548932,0.0,0.0,0.0,0.029605263157894746,0.0,0.0
572,0.84,999.0,0.0,1.0,0.0,1.0,2.0,0.6188904325275538,0.5381583773270353,3.0,1.0,1.0,0.33152542372881355,1.0,2.0
573,0.7540983606557377,999.0,1.0,0.58,0.0,0.0,0.0,0.7148721482407363,0.7029270840108556,7.0,1.0,0.0,0.05712866368604064,0.0,7.0
574,0.43859649122807015,999.0,1.0,0.4186046511627907,0.0,0.0,0.0,0.4118072960178223,0.40417250021605733,0.0,0.0,0.0,0.03859649122807013,0.0,0.0
575,0.896551724137931,999.0,1.0,0.7083333333333334,0.0,0.0,0.0,0.896551724137931,0.8540600667408231,22.0,11.0,3.0,0.0,0.0,22.0
576,0.6341463414634146,999.0,1.0,0.5714285714285714,0.0,0.0,0.0,0.6111700247437257,0.588836402198014,7.0,0.0,0.0,0.0,0.0,7.0
577,1.0,999.0,0.0,1.0,0.0,1.0,4.0,0.7693920335429768,0.7102715837621497,11.0,1.0,1.0,0.33333333333333337,1.0,10.0
578,0.4166666666666667,999.0,1.0,0.5081967213114754,0.0,0.0,0.0,0.3686787339571509,0.3399215260885763,0.0,0.0,0.0,0.038617886178861804,0.0,0.0
579,0.5740740740740741,999.0,1.0,0.7428571428571429,0.0,0.0,0.0,0.5044135802469135,0.48484422657952064,1.0,0.0,0.0,0.09490740740740738,0.0,1.0
580,0.8275862068965517,999.0,1.0,0.7368421052631579,0.0,0.0,0.0,0.7806822395253986,0.6822619556555376,5.0,3.0,1.0,0.03726362625139046,0.0,5.0
581,1.0,999.0,0.0,1.0,0.0,1.0,14.0,0.8044250645994833,0.717881303178501,7.0,2.0,1.0,0.2325581395348837,2.0,5.0
582,1.0,999.0,0.0,1.0,0.0,1.0,11.0,0.7978114478114477,0.704926184926185,4.0,2.0,1.0,0.2954545454545454,4.0,0.0
583,0.875,999.0,0.0,1.0,0.0,1.0,3.0,0.7931074405680766,0.7504231642567888,132.0,3.0,1.0,0.09018987341772156,3.0,129.0
584,0.6326530612244898,999.0,1.0,0.7837837837837838,0.0,0.0,0.0,0.5808477237048666,0.5590349500123936,8.0,0.0,0.0,0.061224489795918435,0.0,8.0
585,0.6296296296296297,999.0,0.0,1.0,0.0,1.0,5.0,0.6269475225450069,0.6074293982361647,12.0,0.0,0.0,0.0010582010582010914,5.0,7.0
586,0.7192982456140351,999.0,1.0,0.6896551724137931,0.0,0.0,0.0,0.715164347650736,0.7094609697827268,307.0,4.0,0.0,0.0,0.0,307.0
587,0.8103448275862069,999.0,0.0,1.0,0.0,1.0,74.0,0.8057666082213131,0.7961790152436979,45.0,14.0,2.0,0.0,32.0,13.0
588,1.0,999.0,0.0,1.0,0.0,1.0,47.0,0.8899572649572649,0.8485042735042734,29.0,10.0,2.0,0.125,7.0,22.0
589,1.0,999.0,0.0,1.0,0.0,1.0,3.0,0.6377851004716676,0.5528966847793744,1.0,1.0,1.0,0.5194805194805194,1.0,0.0
590,0.819672131147541,999.0,0.0,1.0,0.0,1.0,13.0,0.7224567534068287,0.6945851631552082,22.0,1.0,1.0,0.143615793119372,8.0,14.0
591,0.5909090909090909,999.0,1.0,0.46511627906976744,0.0,0.0,0.0,0.49312623086207985,0.4282140469749593,2.0,0.0,0.0,0.07979797979797987,0.0,2.0
592,0.4838709677419355,999.0,1.0,0.35555555555555557,0.0,0.0,0.0,0.42505843852267416,0.3903409991866639,0.0,0.0,0.0,0.08387096774193548,0.0,0.0
593,0.21818181818181817,999.0,1.0,0.25,0.0,0.0,0.0,0.21442006269592476,0.20378024274575995,0.0,0.0,0.0,0.0,0.0,0.0
594,0.6091954022988506,999.0,1.0,0.6428571428571429,0.0,0.0,0.0,0.4589298367728302,0.4235603965611303,1.0,0.0,0.0,0.22458001768346597,0.0,1.0
595,0.627906976744186,999.0,0.0,1.0,0.0,1.0,1.0,0.3835176194512078,0.32967222594936013,1.0,0.0,0.0,0.3605802440709187,1.0,0.0
596,0.35714285714285715,999.0,1.0,0.5862068965517241,0.0,0.0,0.0,0.31965093729799615,0.30523163451123764,0.0,0.0,0.0,0.04945054945054944,0.0,0.0
597,1.0,999.0,0.0,1.0,0.0,1.0,5.0,0.7572905131044666,0.665485418973791,5.0,1.0,1.0,0.30952380952380953,2.0,3.0
598,0.8363636363636363,999.0,0.0,1.0,0.0,1.0,6.0,0.7431306993826982,0.7062487899999892,22.0,1.0,1.0,0.13825042881646654,2.0,20.0
599,1.0,999.0,1.0,1.0,0.0,0.0,0.0,0.8142150247413404,0.7167797764288992,7.0,2.0,1.0,0.23684210526315785,0.0,7.0
600,0.43103448275862066,999.0,1.0,0.5111111111111111,0.0,0.0,0.0,0.39478211127161084,0.3743692667629665,0.0,0.0,0.0,0.04506957047791893,0.0,0.0
601,0.5666666666666667,999.0,1.0,0.6363636363636364,0.0,0.0,0.0,0.5425965411040038,0.5273123106273145,6.0,0.0,0.0,0.02935323383084576,0.0,6.0
602,0.7073170731707317,999.0,1.0,0.6410256410256411,0.0,0.0,0.0,0.6801853036248294,0.6538943147050181,77.0,1.0,0.0,0.03672883787661407,0.0,77.0
603,0.5714285714285714,999.0,0.0,1.0,0.0,1.0,11.0,0.5345622119815668,0.5191988656504785,4.0,0.0,0.0,0.03917050691244239,0.0,4.0
604,0.7,999.0,0.0,1.0,0.0,1.0,1098.0,0.6582617746552173,0.6187918105558422,6.0,1.0,0.0,0.04426229508196722,6.0,0.0
605,0.6046511627906976,999.0,0.0,1.0,0.0,1.0,2.0,0.47458351389089515,0.375659199243628,2.0,0.0,0.0,0.01769464105156715,2.0,0.0
606,1.0,999.0,0.0,1.0,0.0,1.0,13.0,0.8956589147286822,0.8009302325581394,6.0,3.0,2.0,0.09302325581395354,3.0,3.0
607,1.0,999.0,0.0,1.0,0.0,1.0,54.0,0.6953775480907264,0.5788591819156603,2.0,1.0,1.0,0.39534883720930236,2.0,0.0
608,0.4857142857142857,999.0,1.0,0.53125,0.0,0.0,0.0,0.4473912052859421,0.42795853269537476,0.0,0.0,0.0,0.03834586466165413,0.0,0.0
609,0.6428571428571429,999.0,1.0,0.6078431372549019,0.0,0.0,0.0,0.5788873117920459,0.552992764433718,5.0,0.0,0.0,0.08353510895883787,0.0,5.0
610,0.49206349206349204,999.0,1.0,0.8125,0.0,0.0,0.0,0.48887513048055725,0.4729802507021274,0.0,0.0,0.0,0.0002602133749674551,0.0,0.0
611,1.0,999.0,0.0,1.0,0.0,1.0,646.0,0.7569444444444445,0.6845814132104454,16.0,1.0,1.0,0.3125,14.0,2.0
612,0.4268292682926829,999.0,1.0,0.7241379310344828,0.0,0.0,0.0,0.38451244760894815,0.3607973680894302,0.0,0.0,0.0,0.057264050901378594,0.0,0.0
613,0.7659574468085106,999.0,0.0,1.0,0.0,1.0,701.0,0.729606977275053,0.6979482599944836,15.0,3.0,0.0,0.048976314733038984,15.0,0.0
614,0.5238095238095238,999.0,1.0,0.68,0.0,0.0,0.0,0.5104240701255627,0.47042179915901616,3.0,0.0,0.0,0.016346837242359635,0.0,3.0
615,0.625,999.0,0.0,1.0,0.0,1.0,22.0,0.5413780663780664,0.5026046176046176,2.0,0.0,0.0,0.11071428571428577,2.0,0.0
616,1.0,999.0,0.0,1.0,0.0,1.0,11.0,0.7436392914653784,0.67435484338663,10.0,1.0,1.0,0.37777777777777777,4.0,6.0
617,1.0,999.0,0.0,1.0,0.0,1.0,8.0,0.7556329849012776,0.6911204841371722,5.0,1.0,1.0,0.34285714285714286,3.0,2.0
618,0.7213114754098361,999.0,1.0,0.90625,0.0,0.0,0.0,0.7117015262860372,0.7077226701575873,81.0,6.0,0.0,0.014414923685698189,0.0,81.0
619,0.8448275862068966,999.0,0.0,1.0,0.0,1.0,670.0,0.7816091954022989,0.7621123703882325,321.0,13.0,1.0,0.09482758620689657,247.0,74.0
620,1.0,999.0,0.0,1.0,0.0,1.0,24.0,0.7777777777777777,0.7333333333333332,9.0,1.0,1.0,0.33333333333333337,6.0,3.0
621,1.0,999.0,0.0,1.0,0.0,1.0,26.0,0.8516260162601625,0.7588243095196909,11.0,3.0,2.0,0.19512195121951215,5.0,6.0
622,0.9130434782608695,999.0,0.0,1.0,0.0,1.0,7.0,0.8360296595888103,0.792567219000846,13.0,4.0,2.0,0.10869565217391297,7.0,6.0
623,0.6842105263157895,999.0,1.0,0.7297297297297297,0.0,0.0,0.0,0.6468315597737513,0.6130989358642507,9.0,0.0,0.0,0.05087719298245619,0.0,9.0
624,1.0,999.0,0.0,1.0,0.0,1.0,2.0,0.8060224089635853,0.7344083579377696,22.0,2.0,1.0,0.2142857142857143,2.0,20.0
625,0.725,999.0,1.0,0.7058823529411765,0.0,0.0,0.0,0.6968161683277962,0.6785548172757476,156.0,2.0,0.0,0.010714285714285676,0.0,156.0
626,1.0,999.0,0.0,1.0,0.0,1.0,9.0,0.6666666666666666,0.5980392156862745,4.0,1.0,1.0,0.5,1.0,3.0
627,0.7183098591549296,999.0,1.0,0.8387096774193549,0.0,0.0,0.0,0.6909944515578319,0.6501924477069465,60.0,2.0,0.0,0.0,0.0,60.0
628,1.0,999.0,0.0,1.0,0.0,1.0,9.0,0.8084821428571428,0.6810892857142857,4.0,2.0,1.0,0.203125,2.0,2.0
629,1.0,999.0,0.0,1.0,0.0,1.0,67.0,0.8176638176638177,0.7607737291947818,14.0,3.0,1.0,0.2692307692307693,5.0,9.0
630,0.6060606060606061,999.0,1.0,0.5686274509803921,0.0,0.0,0.0,0.5634659851527322,0.5523653053773535,7.0,0.0,0.0,0.06389193136181093,0.0,7.0
631,0.8333333333333334,999.0,1.0,1.0,0.0,0.0,0.0,0.8166666666666668,0.8099999999999999,307.0,24.0,5.0,0.01666666666666672,0.0,307.0
632,0.7464788732394366,999.0,1.0,0.7450980392156863,0.0,0.0,0.0,0.6049206632198253,0.564214113865565,4.0,1.0,0.0,0.19718309859154926,0.0,4.0
633,0.75,999.0,1.0,0.7538461538461538,0.0,0.0,0.0,0.6825833537132143,0.5471500122279285,3.0,2.0,0.0,0.03735632183908044,0.0,3.0
634,0.6486486486486487,999.0,1.0,0.6486486486486487,0.0,0.0,0.0,0.5759480410643202,0.5455688246385921,5.0,0.0,0.0,0.08108108108108114,0.0,5.0
635,1.0,999.0,0.0,1.0,0.0,1.0,46.0,0.8636363636363636,0.7965742531699979,20.0,4.0,1.0,0.20454545454545459,20.0,0.0
636,1.0,999.0,0.0,1.0,0.0,1.0,1.0,0.6884057971014492,0.604880212954747,3.0,1.0,1.0,0.4347826086956522,1.0,2.0
637,0.5638297872340425,999.0,1.0,0.4714285714285714,0.0,0.0,0.0,0.4791310018749491,0.44890874413927084,1.0,0.0,0.0,0.1270481780386402,0.0,1.0
638,1.0,999.0,0.0,1.0,0.0,1.0,81.0,0.8580246913580246,0.8204089889293463,28.0,6.0,1.0,0.20370370370370372,13.0,15.0
639,0.6739130434782609,999.0,1.0,0.6590909090909091,0.0,0.0,0.0,0.5628202660213221,0.47769215961279327,2.0,0.0,0.0,0.04646206308610401,0.0,2.0
640,0.7222222222222222,999.0,1.0,0.5853658536585366,0.0,0.0,0.0,0.6604938271604938,0.6380116959064328,18.0,1.0,0.0,0.09259259259259256,0.0,18.0
641,1.0,999.0,0.0,1.0,0.0,1.0,11.0,0.8544973544973544,0.8156223893065997,21.0,5.0,1.0,0.2142857142857143,4.0,17.0
642,0.8450704225352113,999.0,0.0,1.0,0.0,1.0,16.0,0.8350037284052334,0.7989516560451906,10.0,5.0,3.0,0.00945398417904686,10.0,0.0
643,0.4012738853503185,999.0,1.0,0.5194805194805194,0.0,0.0,0.0,0.38171387270181145,0.3713687491530018,0.0,0.0,0.0,0.019108280254777066,0.0,0.0
644,0.5365853658536586,999.0,1.0,1.0,0.0,0.0,0.0,0.470848148379182,0.4505421012745253,1.0,0.0,0.0,0.09540889526542329,0.0,1.0
645,1.0,999.0,0.0,1.0,0.0,1.0,7.0,1.0,0.97,575.0,71.0,35.0,0.0,5.0,570.0
646,0.4,999.0,1.0,0.72,0.0,0.0,0.0,0.39183673469387753,0.38365066200645714,0.0,0.0,0.0,0.01224489795918371,0.0,0.0
647,1.0,999.0,0.0,1.0,0.0,1.0,220.0,0.7026515151515151,0.6315909090909091,5.0,1.0,1.0,0.4375,1.0,4.0
648,1.0,999.0,0.0,1.0,0.0,1.0,7.0,0.6822377933489046,0.5908354739141878,3.0,1.0,1.0,0.45945945945945943,1.0,2.0
649,0.7777777777777778,999.0,1.0,0.6875,0.0,0.0,0.0,0.6731481481481482,0.6052740138512496,4.0,1.0,0.0,0.11111111111111116,0.0,4.0
650,0.2553191489361702,999.0,1.0,0.1958762886597938,0.0,0.0,0.0,0.24017533456836046,0.23569104608832953,0.0,0.0,0.0,0.019470092332396605,0.0,0.0
651,0.5454545454545454,999.0,1.0,0.47058823529411764,0.0,0.0,0.0,0.5279568737015544,0.510107457554266,4.0,0.0,0.0,0.017676767676767624,0.0,4.0
652,0.86,999.0,0.0,1.0,0.0,1.0,7.0,0.8437735849056605,0.8164668064290707,7.0,7.0,3.0,0.0,7.0,0.0
653,0.8571428571428571,999.0,1.0,0.7636363636363637,0.0,0.0,0.0,0.7090191695454853,0.6165635283223557,3.0,2.0,1.0,0.1003861003861003,0.0,3.0
654,0.4074074074074074,999.0,1.0,0.425,0.0,0.0,0.0,0.33706033077102254,0.32181066654771995,0.0,0.0,0.0,0.10552061495457721,0.0,0.0
655,0.65625,999.0,1.0,0.48484848484848486,0.0,0.0,0.0,0.61875,0.6079166666666668,18.0,0.0,0.0,0.05625000000000002,0.0,18.0
656,0.8125,999.0,0.0,1.0,0.0,1.0,4.0,0.8000283446712019,0.7127756274923762,4.0,4.0,1.0,0.01658163265306123,4.0,0.0
657,0.34615384615384615,999.0,1.0,0.5,0.0,0.0,0.0,0.3400684179141951,0.3315920711566803,0.0,0.0,0.0,0.008944543828264762,0.0,0.0
658,0.6962025316455697,999.0,1.0,0.7384615384615385,0.0,0.0,0.0,0.6584240996958101,0.6140018282385387,6.0,0.0,0.0,0.05666764792463941,0.0,6.0
659,0.6078431372549019,999.0,1.0,0.5714285714285714,0.0,0.0,0.0,0.5696177460883343,0.5490650773612233,9.0,0.0,0.0,0.05228758169934633,0.0,9.0
660,0.8285714285714286,999.0,0.0,1.0,0.0,1.0,646.0,0.7179248935346497,0.659257351579727,16.0,1.0,1.0,0.161904761904762,16.0,0.0
661,0.7878787878787878,999.0,1.0,0.7272727272727273,0.0,0.0,0.0,0.6404259991216512,0.587557973054002,4.0,1.0,0.0,0.2196969696969696,0.0,4.0
662,1.0,999.0,0.0,1.0,0.0,1.0,14.0,0.8036111111111112,0.7199025157232705,11.0,2.0,1.0,0.22916666666666663,5.0,6.0
663,0.96,999.0,0.0,1.0,0.0,1.0,6.0,0.9215384615384615,0.854820610129908,26.0,9.0,3.0,0.039999999999999925,6.0,20.0
664,1.0,999.0,0.0,1.0,0.0,1.0,20.0,0.7719680464778503,0.6888513259710014,5.0,1.0,1.0,0.3137254901960784,2.0,3.0
665,0.684931506849315,999.0,1.0,0.8666666666666667,0.0,0.0,0.0,0.5405118402888394,0.43024943891310674,2.0,0.0,0.0,0.0273972602739726,0.0,2.0
666,0.7093023255813954,999.0,0.0,1.0,0.0,1.0,2.0,0.6356935569438836,0.6106120200943339,14.0,1.0,0.0,0.1070295983086681,2.0,12.0
667,0.5353535353535354,999.0,1.0,0.4375,0.0,0.0,0.0,0.48107310731073105,0.461024816767391,1.0,0.0,0.0,0.06313131313131315,0.0,1.0
668,0.686046511627907,999.0,1.0,0.6779661016949152,0.0,0.0,0.0,0.6297781341887196,0.5836961087562531,5.0,0.0,0.0,0.0,0.0,5.0
669,0.7297297297297297,999.0,0.0,1.0,0.0,1.0,7.0,0.7027949001633211,0.6835062083906757,13.0,1.0,0.0,0.035285285285285295,7.0,6.0
670,0.5074626865671642,999.0,1.0,0.5,0.0,0.0,0.0,0.48254708599857854,0.4645234281378313,1.0,0.0,0.0,0.03603411513859278,0.0,1.0
671,1.0,999.0,0.0,1.0,0.0,1.0,17.0,0.8601694915254238,0.8026096314231908,9.0,4.0,2.0,0.1694915254237288,4.0,5.0
672,1.0,999.0,0.0,1.0,0.0,1.0,19.0,0.8179844961240311,0.7127701746687913,6.0,2.0,2.0,0.18604651162790697,5.0,1.0
673,0.926829268292683,999.0,1.0,0.8823529411764706,0.0,0.0,0.0,0.7367886178861789,0.6846263622210691,10.0,1.0,1.0,0.2682926829268293,0.0,10.0
674,1.0,999.0,1.0,1.0,0.0,0.0,0.0,0.8446455505279035,0.8006055121349238,192.0,10.0,1.0,0.23076923076923073,0.0,192.0
675,0.5571428571428572,999.0,1.0,0.6944444444444444,0.0,0.0,0.0,0.4929752893588049,0.46895191465350994,1.0,0.0,0.0,0.07438423645320197,0.0,1.0
676,1.0,999.0,0.0,1.0,0.0,1.0,97.0,0.8707850707850708,0.8242277992277993,9.0,6.0,2.0,0.17142857142857137,9.0,0.0
677,0.8409090909090909,999.0,0.0,1.0,0.0,1.0,1.0,0.8198836892675146,0.7777635468938421,23.0,5.0,2.0,0.01164079822616415,1.0,22.0
678,0.7142857142857143,999.0,0.0,1.0,0.0,1.0,15.0,0.7142857142857143,0.704883034294799,11.0,4.0,0.0,0.0,11.0,0.0
679,0.971830985915493,999.0,1.0,0.896551724137931,0.0,0.0,0.0,0.7834888116578257,0.6457949710363955,3.0,2.0,2.0,0.11267605633802824,0.0,3.0
680,1.0,999.0,0.0,1.0,0.0,1.0,46.0,0.7169811320754716,0.6373315363881401,6.0,1.0,1.0,0.41509433962264153,2.0,4.0
681,0.6440677966101694,999.0,1.0,0.38333333333333336,0.0,0.0,0.0,0.597202926738909,0.499270522646761,3.0,0.0,0.0,0.021116976938038268,0.0,3.0
682,0.3269230769230769,999.0,1.0,0.3902439024390244,0.0,0.0,0.0,0.26638176638176636,0.24732905982905978,0.0,0.0,0.0,0.07692307692307693,0.0,0.0
683,0.6410256410256411,999.0,1.0,0.7333333333333333,0.0,0.0,0.0,0.6297313797313797,0.6107502202438911,16.0,0.0,0.0,0.0,0.0,16.0
684,0.45098039215686275,999.0,1.0,0.696969696969697,0.0,0.0,0.0,0.445604431013021,0.43154705577093316,0.0,0.0,0.0,0.004171881518564902,0.0,0.0
685,1.0,999.0,0.0,1.0,0.0,1.0,4.0,0.7537878787878788,0.6725517970401691,5.0,1.0,1.0,0.36363636363636365,1.0,4.0
686,0.5172413793103449,999.0,0.0,1.0,0.0,1.0,5.0,0.4959432048681542,0.4858012170385396,2.0,0.0,0.0,0.017241379310344862,0.0,2.0
687,0.47058823529411764,999.0,1.0,0.5833333333333334,0.0,0.0,0.0,0.45652604476133885,0.4469149762387161,0.0,0.0,0.0,0.01604278074866311,0.0,0.0
688,1.0,999.0,0.0,1.0,0.0,1.0,10.0,0.8510558069381599,0.8135768803893109,19.0,6.0,1.0,0.21153846153846156,1.0,18.0
689,0.7073170731707317,999.0,0.0,1.0,0.0,1.0,17.0,0.5970449675426986,0.5386191373883643,2.0,1.0,0.0,0.10266591038003403,1.0,1.0
690,1.0,999.0,0.0,1.0,0.0,1.0,2.0,0.8005847953216373,0.68804318488529,5.0,3.0,1.0,0.29824561403508776,1.0,4.0
691,1.0,999.0,0.0,1.0,0.0,1.0,4.0,0.831081081081081,0.6990743617180398,4.0,3.0,1.0,0.25,1.0,3.0
692,0.8117647058823529,999.0,1.0,0.8043478260869565,0.0,0.0,0.0,0.7132380480282,0.6578353925413776,24.0,1.0,1.0,0.12426470588235294,0.0,24.0
693,0.5686274509803921,999.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.5543223578739672,0.529260081391047,4.0,0.0,0.0,0.02145763965963743,0.0,4.0
694,0.5333333333333333,999.0,1.0,0.627906976744186,0.0,0.0,0.0,0.5222222222222223,0.511638418079096,4.0,0.0,0.0,0.0,0.0,4.0
695,0.32608695652173914,999.0,1.0,0.2608695652173913,0.0,0.0,0.0,0.2950971322849214,0.2854622341732127,0.0,0.0,0.0,0.043478260869565244,0.0,0.0
696,0.7017543859649122,999.0,0.0,1.0,0.0,1.0,974.0,0.6496887379739671,0.6130343966305342,7.0,1.0,0.0,0.03508771929824561,7.0,0.0
697,0.32,999.0,1.0,0.85,0.0,0.0,0.0,0.3090402476780186,0.30003827011748435,0.0,0.0,0.0,0.002352941176470613,0.0,0.0
698,0.5428571428571428,999.0,1.0,0.7297297297297297,0.0,0.0,0.0,0.5253605145762008,0.5179989174413727,7.0,0.0,0.0,0.024338624338624326,0.0,7.0
699,0.813953488372093,999.0,0.0,1.0,0.0,1.0,42.0,0.8029996629592181,0.7719393326592519,13.0,4.0,2.0,0.009605662285136485,12.0,1.0
700,1.0,999.0,0.0,1.0,0.0,1.0,1.0,0.8933333333333332,0.8494246575342466,191.0,10.0,4.0,0.16000000000000003,1.0,190.0
701,1.0,999.0,0.0,1.0,0.0,1.0,974.0,0.8107723577235774,0.7682815964523282,36.0,5.0,1.0,0.275,24.0,12.0
702,1.0,999.0,0.0,1.0,0.0,1.0,29.0,0.7249417249417248,0.6493240093240092,11.0,1.0,1.0,0.36363636363636365,3.0,8.0
703,0.4936708860759494,999.0,1.0,0.5476190476190477,0.0,0.0,0.0,0.4767364492048037,0.47065725413826687,0.0,0.0,0.0,0.01867088607594941,0.0,0.0
704,1.0,999.0,0.0,1.0,0.0,1.0,1.0,0.9233268356075373,0.8616658905916887,276.0,15.0,3.0,0.03703703703703709,1.0,275.0
705,1.0,999.0,1.0,1.0,0.0,0.0,0.0,0.9353233830845772,0.8797651088818205,92.0,14.0,4.0,0.0,0.0,92.0
706,0.5526315789473685,999.0,1.0,0.5294117647058824,0.0,0.0,0.0,0.44478135084010234,0.4021069057421567,1.0,0.0,0.0,0.15728274173806617,0.0,1.0
707,1.0,999.0,0.0,1.0,0.0,1.0,32.0,0.866715045960329,0.8283118558590257,16.0,12.0,2.0,0.1923076923076923,7.0,9.0
708,0.7692307692307693,999.0,0.0,1.0,0.0,1.0,176.0,0.7564102564102564,0.7389830508474576,17.0,4.0,0.0,0.019230769230769273,15.0,2.0
709,1.0,999.0,0.0,1.0,0.0,1.0,11.0,0.7382478632478633,0.6477106227106227,5.0,1.0,1.0,0.32692307692307687,2.0,3.0
710,0.5555555555555556,999.0,1.0,0.4,0.0,0.0,0.0,0.5371243660706063,0.5232411989346312,4.0,0.0,0.0,0.013499480789200491,0.0,4.0
711,0.5348837209302325,999.0,0.0,1.0,0.0,1.0,25.0,0.47804851777425467,0.4204263397590605,2.0,0.0,0.0,0.002968827313211242,2.0,0.0
712,1.0,999.0,0.0,1.0,0.0,1.0,25.0,0.6199074074074075,0.5196035080698946,1.0,1.0,1.0,0.5625,1.0,0.0
713,0.7901234567901234,999.0,1.0,0.39436619718309857,0.0,0.0,0.0,0.7177648309982892,0.6943452122852872,24.0,1.0,0.0,0.10473019836315711,0.0,24.0
714,1.0,999.0,0.0,1.0,0.0,1.0,974.0,0.9069767441860465,0.834137737332884,86.0,4.0,3.0,0.11627906976744184,35.0,51.0
715,0.8867924528301887,999.0,1.0,1.0,0.0,0.0,0.0,0.8660487697230498,0.8478748758689175,163.0,16.0,5.0,0.0,0.0,163.0
716,1.0,999.0,0.0,1.0,0.0,1.0,65.0,0.8182051282051281,0.7423391989274342,9.0,2.0,2.0,0.18000000000000005,7.0,2.0
717,0.6976744186046512,999.0,1.0,0.4444444444444444,0.0,0.0,0.0,0.6428640976669288,0.5942290968980297,4.0,0.0,0.0,0.07545219638242895,0.0,4.0
718,1.0,999.0,0.0,1.0,0.0,1.0,27.0,0.7874097007223941,0.7033758099841158,8.0,1.0,1.0,0.3088235294117647,4.0,4.0
719,0.58,999.0,0.0,1.0,0.0,1.0,2.0,0.540327868852459,0.502982943290699,3.0,0.0,0.0,0.039016393442622865,2.0,1.0
720,0.34545454545454546,999.0,1.0,0.5263157894736842,0.0,0.0,0.0,0.3355661881977672,0.3229415612051447,0.0,0.0,0.0,0.0,0.0,0.0
721,0.8421052631578947,999.0,0.0,1.0,0.0,1.0,244.0,0.6746411483253588,0.6364617076287556,7.0,1.0,1.0,0.25119617224880375,7.0,0.0
722,1.0,999.0,0.0,1.0,0.0,1.0,25.0,0.765022137887413,0.7037548157092749,6.0,1.0,1.0,0.32258064516129037,3.0,3.0
723,0.4166666666666667,999.0,1.0,0.4864864864864865,0.0,0.0,0.0,0.39705882352941174,0.38821679615242327,0.0,0.0,0.0,0.02450980392156865,0.0,0.0
