abs,emi,plqy,em,smiles,solvent,reference(doi),source,tag,tag_name,solvent_num,_original_row_id,_canonical_smiles,_scaffold,external_test_source,split,source_group,source_file,_ae_pre_source_row,supplement_group,dataset,subset_or_state,source_status,std_stokes_shift_nm,std_epsilon,std_reference,std_reference_doi,assigned_scaffold,_ae_pre_merged_row,ae_pre_split
472.0,670.0,,,CC1CC(C)(C)N(C)c2ccc(C=Cc3ccc(-c4ccc(C=C(C#N)C(=O)O)s4)s3)cc21,CCO,10.1021/cm070617g,DSSCDB,11.0,6p6,1.0,22228.0,CC1CC(C)(C)N(C)c2ccc(C=Cc3ccc(-c4ccc(C=C(C#N)C(=O)O)s4)s3)cc21,C(=Cc1ccc(-c2cccs2)s1)c1ccc2c(c1)CCCN2,small_scaffold_first_5pct,external_test,current_test,./data/splits/deployment/deployment_test.csv,2231,,,,,,,,,,2220,calibration85
564.0,582.0,0.58,,Cc1cc(/C=C/c2ccc3ccccc3c2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(C)=O,"10.1039/C0CC04495D,10.1002/minf.201000089",BODIPY,5.0,BODIPY,1.0,22233.0,Cc1cc(/C=C/c2ccc3ccccc3c2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,[BH2-]1n2c(ccc2/C=C/c2ccc3ccccc3c2)C=C2C=CC=[N+]12,random_5pct_from_scaffold_remaining,external_test,current_test,./data/splits/deployment/deployment_test.csv,2232,,,,,,,,,,2221,calibration85
445.0,,,,COC(=O)c1c(C(=O)OC)c2ccc(-c3ccc(OC)cc3)nn2c1C(=O)OC,CO,,ChemDataExtractor,10.0,5p6,1.0,22254.0,COC(=O)c1c(C(=O)OC)c2ccc(-c3ccc(OC)cc3)nn2c1C(=O)OC,c1ccc(-c2ccc3cccn3n2)cc1,random_5pct_from_scaffold_remaining,external_test,current_test,./data/splits/deployment/deployment_test.csv,2233,,,,,,,,,,2222,calibration85
409.0,,,,CCCCCCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(N(c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CCCCCCCC)cc4)c4ccc(/C=C(\C#N)C(=O)O)cc4)cc3)ccc21,C1CCOC1,10.1016/j.tet.2012.02.077,Dye aggregation,6.0,Triphenylamine,1.0,22266.0,CCCCCCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(N(c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CCCCCCCC)cc4)c4ccc(/C=C(\C#N)C(=O)O)cc4)cc3)ccc21,C(=C/c1ccc2c(c1)Sc1ccccc1N2)\c1ccc(N(c2ccccc2)c2ccc(/C=C/c3ccc4c(c3)Sc3ccccc3N4)cc2)cc1,small_scaffold_first_5pct,external_test,current_test,./data/splits/deployment/deployment_test.csv,2234,,,,,,,,,,2223,calibration85
,,,4.607390678525032,CC(C)(C)c1cc(-c2ccc(C#Cc3ccccc3)cc2)c2c(c1)C(C)(C)c1cc(C(C)(C)C)cc(-c3ccc(C#Cc4ccccc4)cc3)c1O2,ClC(Cl)Cl,,Epsilon,9.0,Acridines,1.0,22275.0,CC(C)(C)c1cc(-c2ccc(C#Cc3ccccc3)cc2)c2c(c1)C(C)(C)c1cc(C(C)(C)C)cc(-c3ccc(C#Cc4ccccc4)cc3)c1O2,C(#Cc1ccc(-c2cccc3c2Oc2c(cccc2-c2ccc(C#Cc4ccccc4)cc2)C3)cc1)c1ccccc1,small_scaffold_first_5pct,external_test,current_test,./data/splits/deployment/deployment_test.csv,2235,,,,,,,,,,2224,calibration85
361.0,,,,N#CC(=Cc1cc(-c2ccc(C=C(C#N)c3ccc(-c4ccc5ccccc5c4)cc3)cc2)cs1)c1ccccc1,C1CCOC1,,ChemDataExtractor,8.0,PAHs,1.0,22288.0,N#CC(=Cc1cc(-c2ccc(C=C(C#N)c3ccc(-c4ccc5ccccc5c4)cc3)cc2)cs1)c1ccccc1,C(=Cc1cc(-c2ccc(C=Cc3ccc(-c4ccc5ccccc5c4)cc3)cc2)cs1)c1ccccc1,small_scaffold_first_5pct,external_test,current_test,./data/splits/deployment/deployment_test.csv,2236,,,,,,,,,,2225,calibration85
,,,5.544068044350276,Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(C)cc4)c4nc(c(C5=C/C=C\C=C/C=C\5)c5ccc2[nH]5)C=C4)C=C3)cc1,Cc1ccccc1,,Epsilon,7.0,Porphyrin,1.0,22299.0,Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(C)cc4)c4nc(c(C5=C/C=C\C=C/C=C\5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=Cc2nc1c(C1=C/C=C\C=C/C=C\1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,small_scaffold_first_5pct,external_test,current_test,./data/splits/deployment/deployment_test.csv,2237,,,,,,,,,,2226,calibration85
616.0,640.0,0.75,,CC[N+]1=c2cc3c(cc2CCC1)=Cc1ccc(N(C)C)cc1C3(C)C,CCO,10.1002/anie.201901061,ChemFluo,13.0,6n6,1.0,22308.0,CC[N+]1=c2cc3c(cc2CCC1)=Cc1ccc(N(C)C)cc1C3(C)C,C1=c2cc3c(cc2Cc2ccccc21)=[NH+]CCC3,small_scaffold_first_5pct,external_test,current_test,./data/splits/deployment/deployment_test.csv,2238,,,,,,,,,,2227,calibration85
,453.0,,4.346499670780999,N#Cc1ccc(-c2nc(-c3ccccc3)c3ccccn23)cc1,CC#N,10.1016/j.dyepig.2016.09.056,"Deep4Chem,ChemDataExtractor",10.0,5p6,5.0,22312.0,N#Cc1ccc(-c2nc(-c3ccccc3)c3ccccn23)cc1,c1ccc(-c2nc(-c3ccccc3)n3ccccc23)cc1,random_5pct_from_scaffold_remaining,external_test,current_test,./data/splits/deployment/deployment_test.csv,2239,,,,,,,,,,2228,calibration85
635.0,697.0,0.02,3.973127853599699,COc1ccc(-c2c3cc4ccccc4cc3c(C#Cc3ccccc3)c3cc4ccccc4cc23)cc1,ClCCl,10.1021/jo501696d,Deep4Chem,8.0,PAHs,1.0,22316.0,COc1ccc(-c2c3cc4ccccc4cc3c(C#Cc3ccccc3)c3cc4ccccc4cc23)cc1,C(#Cc1c2cc3ccccc3cc2c(-c2ccccc2)c2cc3ccccc3cc12)c1ccccc1,small_scaffold_first_5pct,external_test,current_test,./data/splits/deployment/deployment_test.csv,2240,,,,,,,,,,2229,calibration85
463.0,620.0,,,COc1ccc(/C=C/c2ccc(/C=C/c3cc[n+]4ccc(/C=C/c5ccc(/C=C/c6ccc(OC)cc6)cc5)cc4c3)cc2)cc1,CO,10.1016/j.bmcl.2016.11.074,Deep4Chem,11.0,6p6,1.0,22319.0,COc1ccc(/C=C/c2ccc(/C=C/c3cc[n+]4ccc(/C=C/c5ccc(/C=C/c6ccc(OC)cc6)cc5)cc4c3)cc2)cc1,C(=C/c1ccc(/C=C/c2cc[n+]3ccc(/C=C/c4ccc(/C=C/c5ccccc5)cc4)cc3c2)cc1)\c1ccccc1,small_scaffold_first_5pct,external_test,current_test,./data/splits/deployment/deployment_test.csv,2241,,,,,,,,,,2230,calibration85
626.0,639.0,0.4,,Cc1cc(C)n2c1C=C1c3ccccc3C(C#Cc3cccs3)=[N+]1[B-]2(F)F,CN(C)C=O,10.1016/j.jphotochem.2014.10.013,Deep4Chem,5.0,BODIPY,5.0,22320.0,Cc1cc(C)n2c1C=C1c3ccccc3C(C#Cc3cccs3)=[N+]1[B-]2(F)F,[BH2-]1n2cccc2C=C2c3ccccc3C(C#Cc3cccs3)=[N+]12,random_5pct_from_scaffold_remaining,external_test,current_test,./data/splits/deployment/deployment_test.csv,2242,,,,,,,,,,2231,calibration85
,,,5.552998981156287,Cc1cc(C(C)(C)C)cc(Cc2cc(C(C)(C)C)cc(Cc3cc(C(C)(C)C)cc(Cc4cc(C(C)(C)C)ccc4OCCCC(=O)O[C@H]4CC[C@@]5(C)C(=CC[C@@H]6[C@@H]5CC[C@@]5(C)[C@H]6CC[C@@H]5[C@H](C)CCCC(C)C)C4)c3O)c2OCCCC(=O)O[C@H]2CC[C@@]3(C)C(=CC[C@@H]4[C@@H]3CC[C@@]3(C)[C@H]4CC[C@@H]3[C@H](C)CCCC(C)C)C2)c1O,CC#N,,Epsilon,13.0,6n6,1.0,22326.0,Cc1cc(C(C)(C)C)cc(Cc2cc(C(C)(C)C)cc(Cc3cc(C(C)(C)C)cc(Cc4cc(C(C)(C)C)ccc4OCCCC(=O)O[C@H]4CC[C@@]5(C)C(=CC[C@H]6[C@@H]7CC[C@H]([C@H](C)CCCC(C)C)[C@@]7(C)CC[C@@H]65)C4)c3O)c2OCCCC(=O)O[C@H]2CC[C@@]3(C)C(=CC[C@H]4[C@@H]5CC[C@H]([C@H](C)CCCC(C)C)[C@@]5(C)CC[C@@H]43)C2)c1O,O=C(CCCOc1ccccc1Cc1cccc(Cc2cccc(Cc3ccccc3)c2OCCCC(=O)O[C@H]2CCC3C(=CC[C@H]4[C@@H]5CCCC5CC[C@H]34)C2)c1)O[C@H]1CCC2C(=CC[C@H]3[C@@H]4CCCC4CC[C@H]23)C1,small_scaffold_first_5pct,external_test,current_test,./data/splits/deployment/deployment_test.csv,2243,,,,,,,,,,2232,calibration85
471.0,603.0,,,CCCCCCc1cc(-c2sc(-c3sc(-c4ccc5c(c4)c4ccccc4n5CC)cc3CCCCCC)cc2CCCCCC)sc1/C=C(\C#N)C(=O)O,ClC(Cl)Cl,10.1021/am402036j,"DSSCDB,Dye aggregation",3.0,Carbazole,1.0,22330.0,CCCCCCc1cc(-c2sc(-c3sc(-c4ccc5c(c4)c4ccccc4n5CC)cc3CCCCCC)cc2CCCCCC)sc1/C=C(\C#N)C(=O)O,c1csc(-c2ccc(-c3ccc(-c4ccc5[nH]c6ccccc6c5c4)s3)s2)c1,random_5pct_from_scaffold_remaining,external_test,current_test,./data/splits/deployment/deployment_test.csv,2245,,,,,,,,,,2234,calibration85
525.0,555.0,,,CCN(CCCN(C)C)c1ccc2c(-c3ccc(C)cc3)c3ccc(=[NH2+])cc-3oc2c1,O,10.1021/ja068230m,ChemFluo,15.0,Benz,1.0,22337.0,CCN(CCCN(C)C)c1ccc2c(-c3ccc(C)cc3)c3ccc(=[NH2+])cc-3oc2c1,[NH2+]=c1ccc2c(-c3ccccc3)c3ccccc3oc-2c1,random_5pct_from_scaffold_remaining,external_test,current_test,./data/splits/deployment/deployment_test.csv,2246,,,,,,,,,,2235,calibration85
,,,3.729974285699555,O=C(OOC(=O)c1c2ccccc2nc2ccccc12)c1cccc(Cl)c1,C1CCOC1,,Epsilon,9.0,Acridines,1.0,22347.0,O=C(OOC(=O)c1c2ccccc2nc2ccccc12)c1cccc(Cl)c1,O=C(OOC(=O)c1c2ccccc2nc2ccccc12)c1ccccc1,small_scaffold_first_5pct,external_test,current_test,./data/splits/deployment/deployment_test.csv,2247,,,,,,,,,,2236,calibration85
898.0,,,,CN1C(=CC=C2CC(C3CC(/C=C/C4=C(C#N)C(=C(C#N)C#N)OC4(C)C)=C(Cl)/C(=C/C=C4/C(C#N)=C(C(=C=[N-])C#N)OC4(C)C)C3)CC(C=CC3=[N+](C)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CC#N,,SMFluo,4.0,Cyanine,7.0,22352.0,CN1C(=CC=C2CC(C3CC(/C=C/C4=C(C#N)C(=C(C#N)C#N)OC4(C)C)=C(Cl)/C(=C/C=C4/C(C#N)=C(C(=C=[N-])C#N)OC4(C)C)C3)CC(C=CC3=[N+](C)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,C=C1C=C(/C=C/C2=C/C(=C/C=C3/C=COC3)CC(C3CC(=CC=C4Cc5ccccc5N4)C=C(C=CC4=[NH+]c5ccccc5C4)C3)C2)CO1,random_5pct_from_scaffold_remaining,external_test,current_test,./data/splits/deployment/deployment_test.csv,2248,,,,,,,,,,2237,calibration85
727.0,771.0,0.1,4.390000191840223,COc1cc(OC)cc(C2=C3C(C)=C(I)C(/C=C/c4c[nH]c5ccccc45)=[N+]3[B-](F)(F)n3c(/C=C/c4c[nH]c5ccccc45)c(I)c(C)c32)c1,CS(C)=O,10.1016/j.jphotobiol.2015.02.006,"Deep4Chem,BODIPY",5.0,BODIPY,3.0,22365.0,COc1cc(OC)cc(C2=C3C(C)=C(I)C(/C=C/c4c[nH]c5ccccc45)=[N+]3[B-](F)(F)n3c(/C=C/c4c[nH]c5ccccc45)c(I)c(C)c32)c1,[BH2-]1n2c(/C=C/c3c[nH]c4ccccc34)ccc2C(c2ccccc2)=C2C=CC(/C=C/c3c[nH]c4ccccc34)=[N+]12,random_5pct_from_scaffold_remaining,external_test,current_test,./data/splits/deployment/deployment_test.csv,2249,,,,,,,,,,2238,calibration85
,,,4.709999688064763,COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(O)c3c(=O)oc(C)cc3cc2c1,CO,,Epsilon,8.0,PAHs,1.0,22374.0,COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(O)c3c(=O)oc(C)cc3cc2c1,O=c1occc2cc3cccc(O[C@H]4CCCCO4)c3cc12,random_5pct_from_scaffold_remaining,external_test,current_test,./data/splits/deployment/deployment_test.csv,2250,,,,,,,,,,2239,calibration85
434.0,671.0,0.01,,O=[N+]([O-])c1ccc(/C=C/N(c2ccccc2)c2ccccc2)cc1,CC#N,10.1021/acs.joc.9b02267,ChemFluo,13.0,6n6,13.0,22377.0,O=[N+]([O-])c1ccc(/C=C/N(c2ccccc2)c2ccccc2)cc1,C(=C/N(c1ccccc1)c1ccccc1)\c1ccccc1,random_5pct_from_scaffold_remaining,external_test,current_test,./data/splits/deployment/deployment_test.csv,2252,,,,,,,,,,2241,calibration85
424.0,504.0,,,COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,CS(C)=O,10.1021/acs.orglett.5b02680,Deep4Chem,11.0,6p6,14.0,22390.0,COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,O=c1c2c([nH]c3ccccc13)-c1ccccc1NC2,random_5pct_from_scaffold_remaining,external_test,current_test,./data/splits/deployment/deployment_test.csv,2253,,,,,,,,,,2242,calibration85
466.0,,,,CC(C)CCOc1cc(/C=C/c2cc(OCCC(C)C)c(/C=C/c3ccc(N(c4ccc5c(c4)C(C)(C)c4ccccc4-5)c4ccc5c(c4)C(C)(C)c4ccccc4-5)cc3)cc2OCCC(C)C)c(OCCC(C)C)cc1C=C(C#N)C(=O)O,C1CCOC1,10.1021/jo8005182,Dye aggregation,6.0,Triphenylamine,1.0,22392.0,CC(C)CCOc1cc(/C=C/c2cc(OCCC(C)C)c(/C=C/c3ccc(N(c4ccc5c(c4)C(C)(C)c4ccccc4-5)c4ccc5c(c4)C(C)(C)c4ccccc4-5)cc3)cc2OCCC(C)C)c(OCCC(C)C)cc1C=C(C#N)C(=O)O,C(=C/c1ccc(/C=C/c2ccc(N(c3ccc4c(c3)Cc3ccccc3-4)c3ccc4c(c3)Cc3ccccc3-4)cc2)cc1)\c1ccccc1,small_scaffold_first_5pct,external_test,current_test,./data/splits/deployment/deployment_test.csv,2254,,,,,,,,,,2243,calibration85
557.0,580.0,0.07,,COC(=O)CCC1=C(C)C(=[I+])N2C1=Cc1c(CCC(=O)OC)c(C)c(I)n1[B-]2(F)F,CS(C)=O,10.1039/C001068E,BODIPY,5.0,BODIPY,3.0,22394.0,COC(=O)CCC1=C(C)C(=[I+])N2C1=Cc1c(CCC(=O)OC)c(C)c(I)n1[B-]2(F)F,[I+]=C1C=CC2=Cc3cccn3[BH2-]N12,random_5pct_from_scaffold_remaining,external_test,current_test,./data/splits/deployment/deployment_test.csv,2255,,,,,,,,,,2244,calibration85
317.0,390.0,0.62,,Cc1ccc(-c2nc3nccc(-c4ccc(C)cc4)n3n2)cc1,ClCCl,10.1021/jacs.6b03890,ChemFluo,10.0,5p6,1.0,22406.0,Cc1ccc(-c2nc3nccc(-c4ccc(C)cc4)n3n2)cc1,c1ccc(-c2nc3nccc(-c4ccccc4)n3n2)cc1,random_5pct_from_scaffold_remaining,external_test,current_test,./data/splits/deployment/deployment_test.csv,2256,,,,,,,,,,2245,calibration85
450.0,,,,CC(C)(C)c1ccc(-c2ccc(N(c3ccc(/C=C/c4ccc(/C=C(/C#N)C(=O)O)s4)cc3)c3ccc(-c4ccc(C(C)(C)C)cc4)cc3)cc2)cc1,CCO,10.1016/j.dyepig.2012.03.027,"DSSCDB,Dye aggregation",6.0,Triphenylamine,1.0,22431.0,CC(C)(C)c1ccc(-c2ccc(N(c3ccc(/C=C/c4ccc(/C=C(/C#N)C(=O)O)s4)cc3)c3ccc(-c4ccc(C(C)(C)C)cc4)cc3)cc2)cc1,C(=C/c1cccs1)\c1ccc(N(c2ccc(-c3ccccc3)cc2)c2ccc(-c3ccccc3)cc2)cc1,random_5pct_from_scaffold_remaining,external_test,current_test,./data/splits/deployment/deployment_test.csv,2257,,,,,,,,,,2246,calibration85
,,,0.6138418359842366,C=C[C@]1(C)O[C@]2(C)[C@@H](OC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2C[C@H]1OC(=O)c1ccccc1,CO,,Epsilon,13.0,6n6,1.0,22451.0,C=C[C@]1(C)O[C@@]2(C)[C@H](C[C@H]1OC(=O)c1ccccc1)[C@@]1(C)CCCC(C)(C)[C@@H]1[C@@H](OC(=O)c1ccccc1)[C@@H]2OC(=O)c1ccccc1,O=C(O[C@H]1COC2[C@H](C1)C1CCCC[C@@H]1[C@@H](OC(=O)c1ccccc1)[C@@H]2OC(=O)c1ccccc1)c1ccccc1,small_scaffold_first_5pct,external_test,current_test,./data/splits/deployment/deployment_test.csv,2258,,,,,,,,,,2247,calibration85
711.0,790.0,0.01,,CCN1CCN(CC)C2=C/C(=C3/C(=O)C(c4ccc5c(c4)N(CC)CCN5CC)=C3[O-])CC=C21,ClC(Cl)Cl,,"SMFluoextra,SMFluo",0.0,SquaricAcid,4.0,22462.0,CCN1CCN(CC)C2=C/C(=C3/C(=O)C(c4ccc5c(c4)N(CC)CCN5CC)=C3[O-])CC=C21,O=C1C(c2ccc3c(c2)NCCN3)=C/C1=C1\C=C2NCCNC2=CC1,random_5pct_from_scaffold_remaining,external_test,current_test,./data/splits/deployment/deployment_test.csv,2259,,,,,,,,,,2248,calibration85
,,,3.700011062322112,C/C=C1/N=C(O)[C@H](C(C)C)N=C(O)[C@@H](CC(C)C)N=C(O)[C@H](CC(C)C)OC(=O)[C@H](Cc2ccccc2)OC1=O,ClC(Cl)Cl,,Epsilon,15.0,Benz,1.0,22473.0,C/C=C1/N=C(O)[C@H](C(C)C)N=C(O)[C@@H](CC(C)C)N=C(O)[C@H](CC(C)C)OC(=O)[C@H](Cc2ccccc2)OC1=O,C=C1N=CCN=CCN=CCOC(=O)[C@H](Cc2ccccc2)OC1=O,small_scaffold_first_5pct,external_test,current_test,./data/splits/deployment/deployment_test.csv,2260,,,,,,,,,,2249,calibration85
455.0,,,,CCCCCCc1c(C#Cc2ccc(N(C)C)cc2)sc2cc(-c3cc4sc(/C=C(\C#N)C(=O)O)c(CCCCCC)c4s3)sc12,CN(C)C=O,10.3390/ma12111741,Dye aggregation,12.0,5n6,1.0,22478.0,CCCCCCc1c(C#Cc2ccc(N(C)C)cc2)sc2cc(-c3cc4sc(/C=C(\C#N)C(=O)O)c(CCCCCC)c4s3)sc12,C(#Cc1cc2sc(-c3cc4sccc4s3)cc2s1)c1ccccc1,small_scaffold_first_5pct,external_test,current_test,./data/splits/deployment/deployment_test.csv,2261,,,,,,,,,,2250,calibration85
,,,5.800000021007099,CCCCCCOc1cccc(-c2c3nc(c(-c4cccc(OCCCCCC)c4)c4ccc([nH]4)c(-c4cccc(OCC(=O)N5CCC[C@H]5C(=O)OC)c4)c4nc(c(-c5cccc(OCCCCCC)c5)c5ccc2[nH]5)C=C4)C=C3)c1,ClCCl,,Epsilon,7.0,Porphyrin,1.0,22479.0,CCCCCCOc1cccc(-c2c3nc(c(-c4cccc(OCCCCCC)c4)c4ccc([nH]4)c(-c4cccc(OCC(=O)N5CCC[C@H]5C(=O)OC)c4)c4nc(c(-c5cccc(OCCCCCC)c5)c5ccc2[nH]5)C=C4)C=C3)c1,O=C(COc1cccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)c1)N1CCCC1,small_scaffold_first_5pct,external_test,current_test,./data/splits/deployment/deployment_test.csv,2262,,,,,,,,,,2251,calibration85
565.0,,,,CN1/C(=C2\C(=O)c3cc(Nc4ccc5c(c4)Sc4cc(/C=C(\C#N)C(=O)O)ccc4N5c4ccccc4)ccc3N2C)C(=O)c2ccccc21,CCO,10.1179/1753555715Y.0000000063,Dye aggregation,4.0,Cyanine,1.0,22482.0,CN1/C(=C2\C(=O)c3cc(Nc4ccc5c(c4)Sc4cc(/C=C(\C#N)C(=O)O)ccc4N5c4ccccc4)ccc3N2C)C(=O)c2ccccc21,O=C1/C(=C2\Nc3ccc(Nc4ccc5c(c4)Sc4ccccc4N5c4ccccc4)cc3C2=O)Nc2ccccc21,small_scaffold_first_5pct,external_test,current_test,./data/splits/deployment/deployment_test.csv,2263,,,,,,,,,,2252,calibration85
513.0,534.0,0.0,,CN(C)c1c(F)c(F)c(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)c(F)c1F,CO,10.1039/C7NJ04313A,BODIPY,5.0,BODIPY,8.0,22487.0,CN(C)c1c(F)c(F)c(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)c(F)c1F,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC=[N+]12,random_5pct_from_scaffold_remaining,external_test,current_test,./data/splits/deployment/deployment_test.csv,2264,,,,,,,,,,2253,calibration85
449.0,,,,N#CC(C(=O)O)=C1c2ccc(N(c3ccccc3)c3ccccc3)cc2-c2cc(N(c3ccccc3)c3ccccc3)ccc21,ClCCl,10.1039/C4TA02161D,Dye aggregation,6.0,Triphenylamine,1.0,22496.0,N#CC(C(=O)O)=C1c2ccc(N(c3ccccc3)c3ccccc3)cc2-c2cc(N(c3ccccc3)c3ccccc3)ccc21,C=C1c2ccc(N(c3ccccc3)c3ccccc3)cc2-c2cc(N(c3ccccc3)c3ccccc3)ccc21,small_scaffold_first_5pct,external_test,current_test,./data/splits/deployment/deployment_test.csv,2266,,,,,,,,,,2255,calibration85
291.0,,,,CC1c2cc(C=C(C#N)c3cccs3)ccc2-c2ccc(C=C(C#N)c3cccs3)cc21,CS(C)=O,,ChemDataExtractor,12.0,5n6,1.0,22497.0,CC1c2cc(C=C(C#N)c3cccs3)ccc2-c2ccc(C=C(C#N)c3cccs3)cc21,C(=Cc1cccs1)c1ccc2c(c1)Cc1cc(C=Cc3cccs3)ccc1-2,small_scaffold_first_5pct,external_test,current_test,./data/splits/deployment/deployment_test.csv,2267,,,,,,,,,,2256,calibration85
615.0,,,,CCCCCCC1CC(C)(CCCCCC)N(C)c2cc(CCC(=O)O)c(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)cc21,ClC(Cl)Cl,10.1002/cssc.201100350,Dye aggregation,11.0,6p6,1.0,22502.0,CCCCCCC1CC(C)(CCCCCC)N(C)c2cc(CCC(=O)O)c(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)cc21,C=C1C=C(/C=C/c2ccc3c(c2)CCCN3)CO1,small_scaffold_first_5pct,external_test,current_test,./data/splits/deployment/deployment_test.csv,2269,,,,,,,,,,2258,calibration85
565.0,603.0,0.75,,F[B-]1(F)n2c(ccc2-c2ccccc2)C(c2c(C#Cc3ccccc3)ncnc2C#Cc2ccccc2)=C2C=CC(c3ccccc3)=[N+]21,CC#N,10.1002/ejoc.200900722,BODIPY,5.0,BODIPY,3.0,22504.0,F[B-]1(F)n2c(ccc2-c2ccccc2)C(c2c(C#Cc3ccccc3)ncnc2C#Cc2ccccc2)=C2C=CC(c3ccccc3)=[N+]21,[BH2-]1n2c(ccc2-c2ccccc2)C(c2c(C#Cc3ccccc3)ncnc2C#Cc2ccccc2)=C2C=CC(c3ccccc3)=[N+]12,random_5pct_from_scaffold_remaining,external_test,current_test,./data/splits/deployment/deployment_test.csv,2270,,,,,,,,,,2259,calibration85
,,,4.814247595731921,Cc1cc(C)n2c1C(=C1C=CC(c3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c(O)nc3=N)=[S+]1)c1c(C)cc(C)n1[B-]2(F)F,CCO,,Epsilon,5.0,BODIPY,5.0,22508.0,Cc1cc(C)n2c1C(=C1C=CC(c3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c(O)nc3=N)=[S+]1)c1c(C)cc(C)n1[B-]2(F)F,N=c1ncn([C@H]2CCCO2)cc1C1=[S+]C(=C2c3cccn3[BH2-]n3cccc32)C=C1,random_5pct_from_scaffold_remaining,external_test,current_test,./data/splits/deployment/deployment_test.csv,2271,,,,,,,,,,2260,calibration85
534.0,561.0,0.63,,O=[N+]([O-])c1ccc(C2=[N+]3C(=C(c4cccc5ccccc45)c4cccn4[B-]3(F)F)C=C2)cc1,CC#N,10.1016/j.dyepig.2017.08.014,BODIPY,5.0,BODIPY,2.0,22547.0,O=[N+]([O-])c1ccc(C2=[N+]3C(=C(c4cccc5ccccc45)c4cccn4[B-]3(F)F)C=C2)cc1,[BH2-]1n2cccc2C(c2cccc3ccccc23)=C2C=CC(c3ccccc3)=[N+]12,random_5pct_from_scaffold_remaining,external_test,current_test,./data/splits/deployment/deployment_test.csv,2272,,,,,,,,,,2261,calibration85
556.0,577.0,0.01,,CCc1c(C)c2n(c1C)[B-](F)(F)n1c(=C3C=CC=[S+]3)c(C)c(C)c1=C2c1ccco1,ClCCl,10.1002/chem.201406550,BODIPY,5.0,BODIPY,1.0,22549.0,CCc1c(C)c2n(c1C)[B-](F)(F)n1c(=C3C=CC=[S+]3)c(C)c(C)c1=C2c1ccco1,[BH2-]1n2cccc2C(c2ccco2)=c2ccc(=C3C=CC=[S+]3)n21,random_5pct_from_scaffold_remaining,external_test,current_test,./data/splits/deployment/deployment_test.csv,2273,,,,,,,,,,2262,calibration85
292.0,404.0,,,Nc1ccc(-c2ccc(N)cc2)cc1,CS(C)=O,10.1016/j.jphotochem.2015.12.006,"Deep4Chem,ChemFluo",13.0,6n6,14.0,22575.0,Nc1ccc(-c2ccc(N)cc2)cc1,c1ccc(-c2ccccc2)cc1,random_5pct_from_scaffold_remaining,external_test,current_test,./data/splits/deployment/deployment_test.csv,2274,,,,,,,,,,2263,calibration85
696.0,,,,O=[N+]([O-])c1cc2c(c([N+](=O)[O-])c1)-c1c(cc([N+](=O)[O-])cc1[N+](=O)[O-])C2=CC=c1c2cccc3cccc(c32)n1Cc1ccccc1,Cc1ccccc1,,ChemDataExtractor,8.0,PAHs,1.0,22617.0,O=[N+]([O-])c1cc2c(c([N+](=O)[O-])c1)-c1c(cc([N+](=O)[O-])cc1[N+](=O)[O-])C2=CC=c1c2cccc3cccc(c32)n1Cc1ccccc1,C(C=c1c2cccc3cccc(c32)n1Cc1ccccc1)=C1c2ccccc2-c2ccccc21,small_scaffold_first_5pct,external_test,current_test,./data/splits/deployment/deployment_test.csv,2276,,,,,,,,,,2264,calibration85
